Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     142/160         QList<ACore::ASett>::value(int) const [19]
[15]     0.0    0.00    0.00     160         QListData::at(int) const [15]
-----------------------------------------------
                0.00    0.00       6/154         ACore::ASettings::AddKey(QString, QString) [54]
                0.00    0.00       6/154         QList<ACore::ASett>::node_destruct(QList<ACore::ASett>::Node*, QList<ACore::ASett>::Node*) [182]
                0.00    0.00      12/154         ACore::ASettings::SaveSettings() [162]
                0.00    0.00      18/154         ACore::ASettings::LoadSettings() [161]
                0.00    0.00      56/154         ACore::ASettings::GetKey(QString) [38]
                0.00    0.00      56/154         ACore::ASettings::SetKey(QString, QString) [39]
[16]     0.0    0.00    0.00     154         ACore::ASett::~ASett() [16]
                0.00    0.00     462/922         QString::~QString() [5]
-----------------------------------------------
                0.00    0.00       8/150         QList<ACore::ASett>::replace(int, ACore::ASett const&) [43]
                0.00    0.00     142/150         QList<ACore::ASett>::value(int) const [19]
[17]     0.0    0.00    0.00     150         QList<ACore::ASett>::Node::t() [17]
-----------------------------------------------
                0.00    0.00       6/148         QList<ACore::ASett>::node_construct(QList<ACore::ASett>::Node*, ACore::ASett const&) [55]
                0.00    0.00     142/148         QList<ACore::ASett>::value(int) const [19]
[18]     0.0    0.00    0.00     148         ACore::ASett::ASett(ACore::ASett const&) [18]
                0.00    0.00     444/498         QString::QString(QString const&) [11]
-----------------------------------------------
                0.00    0.00      12/142         ACore::ASettings::SaveSettings() [162]
                0.00    0.00      18/142         ACore::ASettings::LoadSettings() [161]
                0.00    0.00      56/142         ACore::ASettings::GetKey(QString) [38]
                0.00    0.00      56/142         ACore::ASettings::SetKey(QString, QString) [39]
[19]     0.0    0.00    0.00     142         QList<ACore::ASett>::value(int) const [19]
                0.00    0.00     142/297         QListData::size() const [13]
                0.00    0.00     142/160         QListData::at(int) const [15]
                0.00    0.00     142/150         QList<ACore::ASett>::Node::t() [17]
                0.00    0.00     142/148         ACore::ASett::ASett(ACore::ASett const&) [18]
-----------------------------------------------
                0.00    0.00       7/126         ACore::ASettings::LoadSettings() [161]
                0.00    0.00       7/126         ACore::ASettings::SaveSettings() [162]
                0.00    0.00      56/126         ACore::ASettings::GetKey(QString) [38]
                0.00    0.00      56/126         ACore::ASettings::SetKey(QString, QString) [39]
[20]     0.0    0.00    0.00     126         QList<ACore::ASett>::size() const [20]
                0.00    0.00     126/297         QListData::size() const [13]
-----------------------------------------------
                0.00    0.00     110/110         QTypedArrayData<unsigned short>::sharedNull() [22]
[21]     0.0    0.00    0.00     110         QArrayData::sharedNull() [21]
-----------------------------------------------
                0.00    0.00     110/110         QString::QString() [23]
[22]     0.0    0.00    0.00     110         QTypedArrayData<unsigned short>::sharedNull() [22]
                0.00    0.00     110/110         QArrayData::sharedNull() [21]
-----------------------------------------------
                0.00    0.00       1/110         ACore::timeEx(QTime) [160]
                0.00    0.00       1/110         ACore::ALog::ALog() [158]
                0.00    0.00       1/110         Ui_Dialog::retranslateUi(QDialog*) [216]
                0.00    0.00       3/110         Ui_MainWindow::retranslateUi(QMainWindow*) [136]
                0.00    0.00       5/110         ACore::dtime() [64]
                0.00    0.00       5/110         Style::Style() [189]
                0.00    0.00       8/110         Ui_Kabinet::setupUi(QDialog*) [126]
                0.00    0.00       8/110         ACore::ASettings::GetKey(QString) [38]
                0.00    0.00       8/110         UniKey::UniKey() [76]
                0.00    0.00       9/110         AChat::AChat() [153]
                0.00    0.00      18/110         ACore::ASett::ASett() [53]
                0.00    0.00      20/110         Client::Client() [107]
                0.00    0.00      23/110         Ui_Kabinet::retranslateUi(QDialog*) [125]
[23]     0.0    0.00    0.00     110         QString::QString() [23]
                0.00    0.00     110/110         QTypedArrayData<unsigned short>::sharedNull() [22]
-----------------------------------------------
                0.00    0.00       3/107         Ui_Loading::setupUi(QWidget*) [128]
                0.00    0.00       3/107         Ui_Form::setupUi(QWidget*) [208]
                0.00    0.00       7/107         Ui_MainWindow::setupUi(QMainWindow*) [137]
                0.00    0.00      11/107         Ui_Dialog::setupUi(QDialog*) [217]
                0.00    0.00      15/107         Ui_registr::setupUi(QDialog*) [130]
                0.00    0.00      68/107         Ui_Kabinet::setupUi(QDialog*) [126]
[24]     0.0    0.00    0.00     107         QRect::QRect(int, int, int, int) [24]
-----------------------------------------------
                0.00    0.00      91/91          QString::~QString() [5]
[25]     0.0    0.00    0.00      91         QTypedArrayData<unsigned short>::deallocate(QArrayData*) [25]
-----------------------------------------------
                0.00    0.00       1/73          Loading::Loading(QWidget*) [201]
                0.00    0.00       1/73          registr::registr(QWidget*) [209]
                0.00    0.00       1/73          Form::Form(QWidget*) [146]
                0.00    0.00       1/73          Kabinet::Kabinet(QWidget*) [198]
                0.00    0.00       1/73          MainWindow::MainWindow(QWidget*) [120]
                0.00    0.00       1/73          Dialog::Dialog(QWidget*) [193]
                0.00    0.00       2/73          Ui_Form::setupUi(QWidget*) [208]
                0.00    0.00       3/73          Ui_Loading::setupUi(QWidget*) [128]
                0.00    0.00       4/73          Ui_Dialog::setupUi(QDialog*) [217]
                0.00    0.00       6/73          Ui_registr::setupUi(QDialog*) [130]
                0.00    0.00       6/73          Ui_MainWindow::setupUi(QMainWindow*) [137]
                0.00    0.00      46/73          Ui_Kabinet::setupUi(QDialog*) [126]
[26]     0.0    0.00    0.00      73         QFlags<Qt::WindowType>::QFlags(int QFlags<Qt::WindowType>::Private::*) [26]
-----------------------------------------------
                0.00    0.00       1/37          registr::registr(QWidget*) [209]
                0.00    0.00       1/37          Kabinet::Kabinet(QWidget*) [198]
                0.00    0.00       1/37          MainWindow::MainWindow(QWidget*) [120]
                0.00    0.00       1/37          Dialog::Dialog(QWidget*) [193]
                0.00    0.00       1/37          ANetwork::RealGet(QString) [213]
                0.00    0.00       2/37          Dialog::on_checkBox_stateChanged(int) [192]
                0.00    0.00       2/37          AChat::CheckBoxUpdate() [150]
                0.00    0.00       2/37          AChat::GetServersList() [151]
                0.00    0.00       2/37          AChat::~AChat() [155]
                0.00    0.00       4/37          AChat::AChat() [153]
                0.00    0.00      20/37          AChat::LoadSettings() [149]
[27]     0.0    0.00    0.00      37         QString::QString(char const*) [27]
-----------------------------------------------
                0.00    0.00       3/30          ACore::timeEx(QTime) [160]
                0.00    0.00       5/30          operator+(char const*, QString const&) [68]
                0.00    0.00       5/30          operator+(QString const&, QString const&) [69]
                0.00    0.00      17/30          operator+(QString const&, char const*) [31]
[28]     0.0    0.00    0.00      30         QString::operator+=(QString const&) [28]
-----------------------------------------------
                0.00    0.00       5/30          QList<UniKey>::detach_helper_grow(int, int) [173]
                0.00    0.00       5/30          QList<ACore::ASett>::detach_helper_grow(int, int) [183]
                0.00    0.00      20/30          QList<QString>::detach_helper_grow(int, int) [73]
[29]     0.0    0.00    0.00      30         QListData::begin() const [29]
-----------------------------------------------
                0.00    0.00       1/26          QByteArray::detach() [124]
                0.00    0.00       2/26          QList<UniKey>::append(UniKey const&) [100]
                0.00    0.00       6/26          QList<ACore::ASett>::append(ACore::ASett const&) [56]
                0.00    0.00       8/26          QList<ACore::ASett>::detach() [42]
                0.00    0.00       9/26          QList<QString>::append(QString const&) [35]
[30]     0.0    0.00    0.00      26         QtPrivate::RefCount::isShared() const [30]
                0.00    0.00      26/1490        QBasicAtomicInteger<int>::load() const [2]
-----------------------------------------------
                0.00    0.00       1/17          registr::registr(QWidget*) [209]
                0.00    0.00       1/17          Kabinet::Kabinet(QWidget*) [198]
                0.00    0.00       1/17          Dialog::Dialog(QWidget*) [193]
                0.00    0.00       2/17          qMain(int, char**) [117]
                0.00    0.00       3/17          ACore::timeEx(QTime) [160]
                0.00    0.00       4/17          ACore::ALog::SaveLog() [156]
                0.00    0.00       5/17          AChat::AChat() [153]
[31]     0.0    0.00    0.00      17         operator+(QString const&, char const*) [31]
                0.00    0.00      17/498         QString::QString(QString const&) [11]
                0.00    0.00      17/175         QString::fromUtf8(char const*, int) [14]
                0.00    0.00      17/30          QString::operator+=(QString const&) [28]
                0.00    0.00      17/922         QString::~QString() [5]
-----------------------------------------------
                0.00    0.00       1/13          ANetwork::RealGet(QString) [213]
                0.00    0.00       2/13          QTextCodec::codecForName(char const*) [93]
                0.00    0.00       4/13          ACore::ALog::SaveLog() [156]
                0.00    0.00       6/13          ACore::ASettings::SaveSettings() [162]
[32]     0.0    0.00    0.00      13         QByteArray::~QByteArray() [32]
                0.00    0.00      13/963         QtPrivate::RefCount::deref() [4]
                0.00    0.00       7/7           QTypedArrayData<char>::deallocate(QArrayData*) [48]
-----------------------------------------------
                0.00    0.00       4/9           QTypedArrayData<unsigned short>::data() [72]
                0.00    0.00       5/9           QTypedArrayData<char>::data() [62]
[33]     0.0    0.00    0.00       9         QArrayData::data() [33]
                0.00    0.00       9/1002        qt_noop() [3]
-----------------------------------------------
                0.00    0.00       9/9           QList<QString>::append(QString const&) [35]
[34]     0.0    0.00    0.00       9         QList<QString>::node_construct(QList<QString>::Node*, QString const&) [34]
                0.00    0.00       9/9           operator new(unsigned int, void*) [36]
                0.00    0.00       9/498         QString::QString(QString const&) [11]
-----------------------------------------------
                0.00    0.00       4/9           QStringList::operator<<(QString const&) [71]
                0.00    0.00       5/9           ACore::ALog::operator<<(QString) [63]
[35]     0.0    0.00    0.00       9         QList<QString>::append(QString const&) [35]
                0.00    0.00       9/26          QtPrivate::RefCount::isShared() const [30]
                0.00    0.00       9/9           QList<QString>::node_construct(QList<QString>::Node*, QString const&) [34]
                0.00    0.00       4/4           QList<QString>::detach_helper_grow(int, int) [73]
-----------------------------------------------
                0.00    0.00       9/9           QList<QString>::node_construct(QList<QString>::Node*, QString const&) [34]
[36]     0.0    0.00    0.00       9         operator new(unsigned int, void*) [36]
-----------------------------------------------
                0.00    0.00       8/8           QList<ACore::ASett>::replace(int, ACore::ASett const&) [43]
[37]     0.0    0.00    0.00       8         ACore::ASett::operator=(ACore::ASett const&) [37]
-----------------------------------------------
                0.00    0.00       2/8           AChat::CheckBoxUpdate() [150]
                0.00    0.00       6/8           AChat::LoadSettings() [149]
[38]     0.0    0.00    0.00       8         ACore::ASettings::GetKey(QString) [38]
                0.00    0.00      56/142         QList<ACore::ASett>::value(int) const [19]
                0.00    0.00      56/154         ACore::ASett::~ASett() [16]
                0.00    0.00      56/126         QList<ACore::ASett>::size() const [20]
                0.00    0.00       8/110         QString::QString() [23]
-----------------------------------------------
                0.00    0.00       2/8           Dialog::on_checkBox_stateChanged(int) [192]
                0.00    0.00       6/8           ACore::ASettings::LoadSettings() [161]
[39]     0.0    0.00    0.00       8         ACore::ASettings::SetKey(QString, QString) [39]
                0.00    0.00      56/142         QList<ACore::ASett>::value(int) const [19]
                0.00    0.00      56/154         ACore::ASett::~ASett() [16]
                0.00    0.00      56/126         QList<ACore::ASett>::size() const [20]
                0.00    0.00       8/8           QList<ACore::ASett>::replace(int, ACore::ASett const&) [43]
-----------------------------------------------
                0.00    0.00       8/8           QList<QString>::value(int) const [47]
[40]     0.0    0.00    0.00       8         QList<QString>::Node::t() [40]
-----------------------------------------------
                0.00    0.00       8/8           QList<QString>::detach_helper_grow(int, int) [73]
[41]     0.0    0.00    0.00       8         QList<QString>::node_copy(QList<QString>::Node*, QList<QString>::Node*, QList<QString>::Node*) [41]
-----------------------------------------------
                0.00    0.00       8/8           QList<ACore::ASett>::replace(int, ACore::ASett const&) [43]
[42]     0.0    0.00    0.00       8         QList<ACore::ASett>::detach() [42]
                0.00    0.00       8/26          QtPrivate::RefCount::isShared() const [30]
-----------------------------------------------
                0.00    0.00       8/8           ACore::ASettings::SetKey(QString, QString) [39]
[43]     0.0    0.00    0.00       8         QList<ACore::ASett>::replace(int, ACore::ASett const&) [43]
                0.00    0.00       8/297         QListData::size() const [13]
                0.00    0.00       8/1002        qt_noop() [3]
                0.00    0.00       8/8           QList<ACore::ASett>::detach() [42]
                0.00    0.00       8/160         QListData::at(int) const [15]
                0.00    0.00       8/150         QList<ACore::ASett>::Node::t() [17]
                0.00    0.00       8/8           ACore::ASett::operator=(ACore::ASett const&) [37]
-----------------------------------------------
                0.00    0.00       2/8           Ui_MainWindow::setupUi(QMainWindow*) [137]
                0.00    0.00       6/8           QWidget::resize(int, int) [59]
[44]     0.0    0.00    0.00       8         QSize::QSize(int, int) [44]
-----------------------------------------------
                0.00    0.00       2/8           AChat::LoadSettings() [149]
                0.00    0.00       2/8           QList<UniKey>::node_destruct(QList<UniKey>::Node*, QList<UniKey>::Node*) [172]
                0.00    0.00       4/8           AChat::~AChat() [155]
[45]     0.0    0.00    0.00       8         UniKey::~UniKey() [45]
                0.00    0.00      16/922         QString::~QString() [5]
-----------------------------------------------
                0.00    0.00       3/8           AChat::LoadSettings() [149]
                0.00    0.00       5/8           ACore::ALog::SaveLog() [156]
[46]     0.0    0.00    0.00       8         QList<QString>::size() const [46]
                0.00    0.00       8/297         QListData::size() const [13]
-----------------------------------------------
                0.00    0.00       4/8           AChat::LoadSettings() [149]
                0.00    0.00       4/8           ACore::ALog::SaveLog() [156]
[47]     0.0    0.00    0.00       8         QList<QString>::value(int) const [47]
                0.00    0.00       8/297         QListData::size() const [13]
                0.00    0.00       8/160         QListData::at(int) const [15]
                0.00    0.00       8/8           QList<QString>::Node::t() [40]
                0.00    0.00       8/498         QString::QString(QString const&) [11]
-----------------------------------------------
                0.00    0.00       7/7           QByteArray::~QByteArray() [32]
[48]     0.0    0.00    0.00       7         QTypedArrayData<char>::deallocate(QArrayData*) [48]
-----------------------------------------------
                0.00    0.00       2/7           QList<QString>::QList() [105]
                0.00    0.00       5/7           QList<QString>::QList() [65]
[49]     0.0    0.00    0.00       7         QListSpecialMethods<QString>::QListSpecialMethods() [49]
-----------------------------------------------
                0.00    0.00       1/7           QStringList::~QStringList() [134]
                0.00    0.00       6/7           QStringList::~QStringList() [52]
[50]     0.0    0.00    0.00       7         QList<QString>::~QList() [50]
                0.00    0.00       7/963         QtPrivate::RefCount::deref() [4]
                0.00    0.00       1/2           QList<QString>::dealloc(QListData::Data*) [104]
-----------------------------------------------
                0.00    0.00       1/7           Ui_Kabinet::setupUi(QDialog*) [126]
                0.00    0.00       1/7           Ui_Loading::setupUi(QWidget*) [128]
                0.00    0.00       1/7           Ui_registr::setupUi(QDialog*) [130]
                0.00    0.00       1/7           Ui_MainWindow::setupUi(QMainWindow*) [137]
                0.00    0.00       1/7           AChat::CheckBoxUpdate() [150]
                0.00    0.00       1/7           Ui_Form::setupUi(QWidget*) [208]
                0.00    0.00       1/7           Ui_Dialog::setupUi(QDialog*) [217]
[51]     0.0    0.00    0.00       7         QString::isEmpty() const [51]
-----------------------------------------------
                0.00    0.00       2/6           AChat::~AChat() [155]
                0.00    0.00       4/6           AChat::LoadSettings() [149]
[52]     0.0    0.00    0.00       6         QStringList::~QStringList() [52]
                0.00    0.00       6/7           QList<QString>::~QList() [50]
-----------------------------------------------
                0.00    0.00       6/6           ACore::ASettings::AddKey(QString, QString) [54]
[53]     0.0    0.00    0.00       6         ACore::ASett::ASett() [53]
                0.00    0.00      18/110         QString::QString() [23]
-----------------------------------------------
                0.00    0.00       6/6           AChat::LoadSettings() [149]
[54]     0.0    0.00    0.00       6         ACore::ASettings::AddKey(QString, QString) [54]
                0.00    0.00       6/6           ACore::ASett::ASett() [53]
                0.00    0.00       6/6           QList<ACore::ASett>::operator<<(ACore::ASett const&) [57]
                0.00    0.00       6/154         ACore::ASett::~ASett() [16]
-----------------------------------------------
                0.00    0.00       6/6           QList<ACore::ASett>::append(ACore::ASett const&) [56]
[55]     0.0    0.00    0.00       6         QList<ACore::ASett>::node_construct(QList<ACore::ASett>::Node*, ACore::ASett const&) [55]
                0.00    0.00       6/148         ACore::ASett::ASett(ACore::ASett const&) [18]
-----------------------------------------------
                0.00    0.00       6/6           QList<ACore::ASett>::operator<<(ACore::ASett const&) [57]
[56]     0.0    0.00    0.00       6         QList<ACore::ASett>::append(ACore::ASett const&) [56]
                0.00    0.00       6/26          QtPrivate::RefCount::isShared() const [30]
                0.00    0.00       6/6           QList<ACore::ASett>::node_construct(QList<ACore::ASett>::Node*, ACore::ASett const&) [55]
                0.00    0.00       1/1           QList<ACore::ASett>::detach_helper_grow(int, int) [183]
-----------------------------------------------
                0.00    0.00       6/6           ACore::ASettings::AddKey(QString, QString) [54]
[57]     0.0    0.00    0.00       6         QList<ACore::ASett>::operator<<(ACore::ASett const&) [57]
                0.00    0.00       6/6           QList<ACore::ASett>::append(ACore::ASett const&) [56]
-----------------------------------------------
                0.00    0.00       6/6           QDebug::operator<<(QString const&) [90]
[58]     0.0    0.00    0.00       6         QDebug::maybeQuote(char) [58]
                0.00    0.00       6/6           QDebug::Stream::testFlag(QDebug::Stream::FormatFlag) const [60]
-----------------------------------------------
                0.00    0.00       1/6           Ui_Kabinet::setupUi(QDialog*) [126]
                0.00    0.00       1/6           Ui_Loading::setupUi(QWidget*) [128]
                0.00    0.00       1/6           Ui_registr::setupUi(QDialog*) [130]
                0.00    0.00       1/6           Ui_MainWindow::setupUi(QMainWindow*) [137]
                0.00    0.00       1/6           Ui_Form::setupUi(QWidget*) [208]
                0.00    0.00       1/6           Ui_Dialog::setupUi(QDialog*) [217]
[59]     0.0    0.00    0.00       6         QWidget::resize(int, int) [59]
                0.00    0.00       6/8           QSize::QSize(int, int) [44]
-----------------------------------------------
                0.00    0.00       6/6           QDebug::maybeQuote(char) [58]
[60]     0.0    0.00    0.00       6         QDebug::Stream::testFlag(QDebug::Stream::FormatFlag) const [60]
-----------------------------------------------
                0.00    0.00       1/6           QList<UniKey>::detach_helper_grow(int, int) [173]
                0.00    0.00       1/6           QList<ACore::ASett>::detach_helper_grow(int, int) [183]
                0.00    0.00       4/6           QList<QString>::detach_helper_grow(int, int) [73]
[61]     0.0    0.00    0.00       6         QListData::end() const [61]
-----------------------------------------------
                0.00    0.00       1/5           QByteArray::data() [123]
                0.00    0.00       4/5           QByteArray::constData() const [79]
[62]     0.0    0.00    0.00       5         QTypedArrayData<char>::data() [62]
                0.00    0.00       5/9           QArrayData::data() [33]
-----------------------------------------------
                0.00    0.00       1/5           AChat::GetServersList() [151]
                0.00    0.00       1/5           AChat::~AChat() [155]
                0.00    0.00       3/5           AChat::AChat() [153]
[63]     0.0    0.00    0.00       5         ACore::ALog::operator<<(QString) [63]
                0.00    0.00      10/922         QString::~QString() [5]
                0.00    0.00       5/5           ACore::dtime() [64]
                0.00    0.00       5/5           operator+(QString const&, QString const&) [69]
                0.00    0.00       5/9           QList<QString>::append(QString const&) [35]
-----------------------------------------------
                0.00    0.00       5/5           ACore::ALog::operator<<(QString) [63]
[64]     0.0    0.00    0.00       5         ACore::dtime() [64]
                0.00    0.00       5/110         QString::QString() [23]
-----------------------------------------------
                0.00    0.00       1/5           QStringList::QStringList() [133]
                0.00    0.00       4/5           QStringList::QStringList() [70]
[65]     0.0    0.00    0.00       5         QList<QString>::QList() [65]
                0.00    0.00       5/7           QListSpecialMethods<QString>::QListSpecialMethods() [49]
-----------------------------------------------
                0.00    0.00       1/5           AChat::~AChat() [155]
                0.00    0.00       1/5           QList<QString>::clear() [179]
                0.00    0.00       3/5           QList<QString>::operator=(QList<QString> const&) [88]
[66]     0.0    0.00    0.00       5         QList<QString>::~QList() [66]
                0.00    0.00       5/963         QtPrivate::RefCount::deref() [4]
                0.00    0.00       1/2           QList<QString>::dealloc(QListData::Data*) [104]
-----------------------------------------------
                0.00    0.00       5/5           Ui_MainWindow::setupUi(QMainWindow*) [137]
[67]     0.0    0.00    0.00       5         QFlags<Qt::AlignmentFlag>::QFlags(int QFlags<Qt::AlignmentFlag>::Private::*) [67]
-----------------------------------------------
                0.00    0.00       1/5           AChat::AChat() [153]
                0.00    0.00       1/5           AChat::~AChat() [155]
                0.00    0.00       1/5           ANetwork::get(QString, int) [212]
                0.00    0.00       2/5           qMain(int, char**) [117]
[68]     0.0    0.00    0.00       5         operator+(char const*, QString const&) [68]
                0.00    0.00       5/175         QString::fromUtf8(char const*, int) [14]
                0.00    0.00       5/30          QString::operator+=(QString const&) [28]
-----------------------------------------------
                0.00    0.00       5/5           ACore::ALog::operator<<(QString) [63]
[69]     0.0    0.00    0.00       5         operator+(QString const&, QString const&) [69]
                0.00    0.00       5/498         QString::QString(QString const&) [11]
                0.00    0.00       5/30          QString::operator+=(QString const&) [28]
-----------------------------------------------
                0.00    0.00       2/4           AChat::LoadSettings() [149]
                0.00    0.00       2/4           AChat::~AChat() [155]
[70]     0.0    0.00    0.00       4         QStringList::QStringList() [70]
                0.00    0.00       4/5           QList<QString>::QList() [65]
-----------------------------------------------
                0.00    0.00       4/4           AChat::~AChat() [155]
[71]     0.0    0.00    0.00       4         QStringList::operator<<(QString const&) [71]
                0.00    0.00       4/9           QList<QString>::append(QString const&) [35]
-----------------------------------------------
                0.00    0.00       4/4           QString::constData() const [81]
[72]     0.0    0.00    0.00       4         QTypedArrayData<unsigned short>::data() [72]
                0.00    0.00       4/9           QArrayData::data() [33]
-----------------------------------------------
                0.00    0.00       4/4           QList<QString>::append(QString const&) [35]
[73]     0.0    0.00    0.00       4         QList<QString>::detach_helper_grow(int, int) [73]
                0.00    0.00      20/30          QListData::begin() const [29]
                0.00    0.00       8/8           QList<QString>::node_copy(QList<QString>::Node*, QList<QString>::Node*, QList<QString>::Node*) [41]
                0.00    0.00       4/6           QListData::end() const [61]
                0.00    0.00       4/963         QtPrivate::RefCount::deref() [4]
-----------------------------------------------
                0.00    0.00       1/4           qMain(int, char**) [117]
                0.00    0.00       3/4           AChat::AChat() [153]
[74]     0.0    0.00    0.00       4         QTime::QTime() [74]
-----------------------------------------------
                0.00    0.00       2/4           QList<UniKey>::node_construct(QList<UniKey>::Node*, UniKey const&) [98]
                0.00    0.00       2/4           QList<UniKey>::value(int) const [113]
[75]     0.0    0.00    0.00       4         UniKey::UniKey(UniKey const&) [75]
                0.00    0.00       8/498         QString::QString(QString const&) [11]
-----------------------------------------------
                0.00    0.00       2/4           AChat::LoadSettings() [149]
                0.00    0.00       2/4           AChat::~AChat() [155]
[76]     0.0    0.00    0.00       4         UniKey::UniKey() [76]
                0.00    0.00       8/110         QString::QString() [23]
-----------------------------------------------
                0.00    0.00       4/4           ACore::ALog::SaveLog() [156]
[77]     0.0    0.00    0.00       4         QIODevice::write(QByteArray const&) [77]
                0.00    0.00       4/4           QByteArray::size() const [78]
                0.00    0.00       4/4           QByteArray::constData() const [79]
-----------------------------------------------
                0.00    0.00       4/4           QIODevice::write(QByteArray const&) [77]
[78]     0.0    0.00    0.00       4         QByteArray::size() const [78]
-----------------------------------------------
                0.00    0.00       4/4           QIODevice::write(QByteArray const&) [77]
[79]     0.0    0.00    0.00       4         QByteArray::constData() const [79]
                0.00    0.00       4/5           QTypedArrayData<char>::data() [62]
-----------------------------------------------
                0.00    0.00       4/4           QString::operator==(char const*) const [82]
[80]     0.0    0.00    0.00       4         QString::size() const [80]
-----------------------------------------------
                0.00    0.00       4/4           QString::operator==(char const*) const [82]
[81]     0.0    0.00    0.00       4         QString::constData() const [81]
                0.00    0.00       4/4           QTypedArrayData<unsigned short>::data() [72]
-----------------------------------------------
                0.00    0.00       2/4           AChat::LoadSettings() [149]
                0.00    0.00       2/4           AChat::CheckBoxUpdate() [150]
[82]     0.0    0.00    0.00       4         QString::operator==(char const*) const [82]
                0.00    0.00       4/4           QString::size() const [80]
                0.00    0.00       4/4           QString::constData() const [81]
-----------------------------------------------
                0.00    0.00       3/3           QList<QString>::swap(QList<QString>&) [86]
[83]     0.0    0.00    0.00       3         void qSwap<QListData::Data*>(QListData::Data*&, QListData::Data*&) [83]
                0.00    0.00       3/3           void std::swap<QListData::Data*>(QListData::Data*&, QListData::Data*&) [92]
-----------------------------------------------
                0.00    0.00       1/3           ANetwork::get(QString, int) [212]
                0.00    0.00       2/3           qMain(int, char**) [117]
[84]     0.0    0.00    0.00       3         QMessageLogger::QMessageLogger(char const*, int, char const*) [84]
                0.00    0.00       3/3           QMessageLogContext::QMessageLogContext(char const*, int, char const*, char const*) [85]
-----------------------------------------------
                0.00    0.00       3/3           QMessageLogger::QMessageLogger(char const*, int, char const*) [84]
[85]     0.0    0.00    0.00       3         QMessageLogContext::QMessageLogContext(char const*, int, char const*, char const*) [85]
-----------------------------------------------
                0.00    0.00       3/3           QList<QString>::operator=(QList<QString> const&) [88]
[86]     0.0    0.00    0.00       3         QList<QString>::swap(QList<QString>&) [86]
                0.00    0.00       3/3           void qSwap<QListData::Data*>(QListData::Data*&, QListData::Data*&) [83]
-----------------------------------------------
                0.00    0.00       3/3           QList<QString>::operator=(QList<QString> const&) [88]
[87]     0.0    0.00    0.00       3         QList<QString>::QList(QList<QString> const&) [87]
                0.00    0.00       3/501         QtPrivate::RefCount::ref() [8]
-----------------------------------------------
                0.00    0.00       1/3           QList<QString>::clear() [179]
                0.00    0.00       2/3           QStringList::operator=(QStringList const&) [94]
[88]     0.0    0.00    0.00       3         QList<QString>::operator=(QList<QString> const&) [88]
                0.00    0.00       3/3           QList<QString>::QList(QList<QString> const&) [87]
                0.00    0.00       3/3           QList<QString>::swap(QList<QString>&) [86]
                0.00    0.00       3/5           QList<QString>::~QList() [66]
-----------------------------------------------
                0.00    0.00       3/3           QDebug::operator<<(QString const&) [90]
[89]     0.0    0.00    0.00       3         QDebug::maybeSpace() [89]
-----------------------------------------------
                0.00    0.00       1/3           ANetwork::get(QString, int) [212]
                0.00    0.00       2/3           qMain(int, char**) [117]
[90]     0.0    0.00    0.00       3         QDebug::operator<<(QString const&) [90]
                0.00    0.00       6/6           QDebug::maybeQuote(char) [58]
                0.00    0.00       3/3           QDebug::maybeSpace() [89]
-----------------------------------------------
                0.00    0.00       3/3           AChat::~AChat() [155]
[91]     0.0    0.00    0.00       3         QList<UniKey>::size() const [91]
                0.00    0.00       3/297         QListData::size() const [13]
-----------------------------------------------
                0.00    0.00       3/3           void qSwap<QListData::Data*>(QListData::Data*&, QListData::Data*&) [83]
[92]     0.0    0.00    0.00       3         void std::swap<QListData::Data*>(QListData::Data*&, QListData::Data*&) [92]
-----------------------------------------------
                0.00    0.00       2/2           AChat::AChat() [153]
[93]     0.0    0.00    0.00       2         QTextCodec::codecForName(char const*) [93]
                0.00    0.00       2/13          QByteArray::~QByteArray() [32]
-----------------------------------------------
                0.00    0.00       2/2           AChat::LoadSettings() [149]
[94]     0.0    0.00    0.00       2         QStringList::operator=(QStringList const&) [94]
                0.00    0.00       2/3           QList<QString>::operator=(QList<QString> const&) [88]
-----------------------------------------------
                0.00    0.00       2/2           QList<AQuest>::QList() [96]
[95]     0.0    0.00    0.00       2         QListSpecialMethods<AQuest>::QListSpecialMethods() [95]
-----------------------------------------------
                0.00    0.00       1/2           ATcpNetwork::ATcpNetwork() [131]
                0.00    0.00       1/2           ANetwork::ANetwork() [214]
[96]     0.0    0.00    0.00       2         QList<AQuest>::QList() [96]
                0.00    0.00       2/2           QListSpecialMethods<AQuest>::QListSpecialMethods() [95]
-----------------------------------------------
                0.00    0.00       1/2           ATcpNetwork::~ATcpNetwork() [132]
                0.00    0.00       1/2           ANetwork::~ANetwork() [215]
[97]     0.0    0.00    0.00       2         QList<AQuest>::~QList() [97]
                0.00    0.00       2/963         QtPrivate::RefCount::deref() [4]
-----------------------------------------------
                0.00    0.00       2/2           QList<UniKey>::append(UniKey const&) [100]
[98]     0.0    0.00    0.00       2         QList<UniKey>::node_construct(QList<UniKey>::Node*, UniKey const&) [98]
                0.00    0.00       2/4           UniKey::UniKey(UniKey const&) [75]
-----------------------------------------------
                0.00    0.00       2/2           QList<UniKey>::value(int) const [113]
[99]     0.0    0.00    0.00       2         QList<UniKey>::Node::t() [99]
-----------------------------------------------
